station,province,lat,lon,coord_source,1911_n,1911_cap,1912_n,1912_cap,1913_n,1913_cap,1914_n,1914_cap,1915_n,1915_cap,1916_n,1916_cap,1917_n,1917_cap,1918_n,1918_cap,1919_n,1919_cap,1920_n,1920_cap,1921_n,1921_cap,1923_n,1923_cap,1924_n,1924_cap,1925_n,1925_cap,1926_n,1926_cap,1927_n,1927_cap,1928_n,1928_cap,1929_n,1929_cap,1930_n,1930_cap,1939_n,1939_cap,1940_n,1940_cap,1941_n,1941_cap,1943_n,1943_cap
Cherhill,ALBERTA,53.81917,-114.67722,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25000,,,1,25000,1,25000,1,25000,2,50000,1,25000
Cheviot,SASKATCHEWAN,52.03024,-106.36887,cgn_direct,1,25000,1,25000,1,25000,2,52000,1,,2,55000,2,60000,2,50000,2,50000,2,50000,2,50000,2,50000,2,65000,2,65000,2,65000,2,53000,2,53000,2,60000,2,56000,2,52000,2,52000,4,104000,2,52000
Chigwell,ALBERTA,52.49083,-113.53889,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,2,40000,1,30000,1,35000,2,65000,2,65000,2,65000,2,65000,2,64000,2,64000,4,128000,2,64000
Chilliwack,BRITISH COLUMBIA,49.15778,-121.95083,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,10,,4,
Chillon,MANITOBA,50.57639,-101.22083,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60000,2,60000,2,60000,2,65000,2,60000,1,,2,60000,4,120000,2,60000
Chillon Siding,MANITOBA,50.57639,-101.22083,agent_high,1,27000,1,26000,1,26000,1,30000,1,30000,1,30000,1,22000,1,22000,1,22000,1,30000,2,60000,2,60000,1,,2,60000,,,,,,,,,,,,,,,,,,
Chin,ALBERTA,49.76333,-112.44583,cgn_direct,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,2,60000,2,60000,2,60000,2,65000,2,65000,2,95000,3,135000,3,135000,3,171000,3,203000,6,342000,3,171000
Chinook,ALBERTA,51.44944,-110.92528,cgn_direct,,,1,30000,2,65000,2,65000,3,95000,5,175000,,,6,320000,6,325000,6,325000,6,305000,5,270000,5,270000,5,270000,1,,5,245000,5,245000,6,301500,5,239500,5,215000,5,215000,10,330000,5,185000
Chipman,ALBERTA,53.69833,-112.63778,cgn_direct,1,25000,1,25000,1,25000,2,60000,2,60000,3,90000,3,130000,4,195000,4,194000,4,194000,3,164000,5,234000,5,234000,5,299000,1,,5,252000,6,292000,7,292500,6,291000,2,85000,6,275000,12,506000,6,253000
Chipperfield,SASKATCHEWAN,51.28931,-108.25405,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,25000,1,30000,2,60000,1,30000
Choiceland,SASKATCHEWAN,53.49204,-104.48693,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,95000,3,105000,6,196000,3,98000
Choplin,SASKATCHEWAN,50.46086,-106.65718,agent_high,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christie,MANITOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32000,1,32000,1,32000,1,30000,1,30000,2,60000,1,30000
Chrysler,SASKATCHEWAN,51.16674,-102.39553,cgn_direct,,,,,,,,,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,,,,,,,,,1,30000
Chrysler Siding,SASKATCHEWAN,51.16674,-102.39553,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,,,2,60000,,
Chrysler Siding.(A),SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,
Chryster,SASKATCHEWAN,51.16674,-102.39553,agent_high,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chumah,MANITOBA,50.16806,-100.69361,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,35000,1,35000,1,35000,1,20000,1,35000,1,30000,1,27000,2,54000,1,27000
Churchbridge,MANITOBA,50.89483,-101.89325,cgn_direct,2,75000,2,70000,2,75000,2,75000,1,,2,68000,2,68000,2,61000,2,61000,2,75000,2,75000,3,110000,3,110000,3,97000,3,93000,3,105000,3,100000,3,100000,3,100000,3,94000,3,99000,6,198000,3,99000
Churchill,MANITOBA,58.78083,-94.18694,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2500000,1,2500000,2,5000000,1,2500000
Ciemens,SASKATCHEWAN,52.77937,-104.58173,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,3,90000,,,,,,,,,,,,,,,,,,
Clagget,SASKATCHEWAN,52.81668,-104.81716,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,2,70000,1,35000
Claggett,SASKATCHEWAN,52.81668,-104.81716,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,,,,,,,,
Claimont,ALBERTA,55.26139,-118.79361,agent_high,,,,,,,,,,,,,4,125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clair,SASKATCHEWAN,52.0174,-104.07238,cgn_direct,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,65000,2,65000,1,,2,65000,2,65000,3,95000,3,95000,3,95000,3,90000,3,90000,3,85000,3,85000,3,79000,3,79000,6,164000,1,
Clairmont,ALBERTA,55.26139,-118.79361,cgn_direct,,,,,,,,,,,3,90000,,,3,95000,3,95000,3,100000,3,100000,3,100000,3,100000,3,100000,3,100000,5,170000,5,170000,5,195000,5,195000,5,208000,5,267000,10,534000,5,267000
Clan William,MANITOBA,50.36194,-99.81472,cgn_direct,,,,,,,,,4,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clandeboye,MANITOBA,50.24361,-96.97139,cgn_direct,,,,,,,,,,,1,25000,1,25000,,,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,20000,1,20000,1,20000,3,105000,1,20000,1,40000,1,40000,2,80000,1,40000
Clandonald,ALBERTA,53.57194,-110.71444,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,92000,3,92000,4,132000,4,132000,4,136000,4,136000,8,272000,4,136000
Clanwilliam,MANITOBA,50.36194,-99.81472,cgn_direct,4,135000,4,135000,4,140000,4,140000,,,1,,1,,4,147000,4,127000,4,127000,4,127000,4,127000,4,127000,4,127000,4,127000,,,5,167000,5,167000,5,167000,5,165000,5,165000,10,410000,5,205000
Claresholm,ALBERTA,50.01972,-113.58278,cgn_direct,5,145000,5,140000,1,,6,195000,6,191000,6,214000,6,235000,6,317000,6,362500,6,339500,6,339500,6,359500,6,379500,6,379500,6,396000,7,448000,7,458000,7,462500,7,464000,7,412000,7,444000,14,824000,7,412000
Clarkboro,SASKATCHEWAN,52.31337,-106.44239,cgn_direct,,,,,,,,,1,25000,1,25000,1,25000,,,1,25000,1,35000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,2,60000,2,60000,2,55000,2,80000,2,80000,4,164000,1,
Clashmoor,SASKATCHEWAN,52.92911,-103.74548,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,2,70000,1,35000
Clavet,SASKATCHEWAN,51.99629,-106.37716,cgn_direct,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,1,30000,2,60000,2,51000,3,81000,3,81000,3,85000,3,90000,3,86000,3,76000,3,81000,6,154000,1,
Clayband,SASKATCHEWAN,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claybank,SASKATCHEWAN,50.04683,-105.23437,cgn_direct,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,26000,1,26000,1,26000,1,26000,2,52000,1,26000
Claydon,SASKATCHEWAN,49.20339,-108.89814,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,27500,2,62000,2,62000,2,60000,2,60000,4,120000,2,60000
Claymore,ALBERTA,53.34417,-111.02833,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,87000,,,,,,
Claysmore,ALBERTA,53.34417,-111.02833,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,3,94000,2,67000,3,96000,,,3,121000,6,178000,3,89000
Clearfield,SASKATCHEWAN,49.5223,-104.12583,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,32000,1,32000,1,30000,1,30000,2,60000,1,30000
Clearwater,MANITOBA,49.13361,-99.03528,cgn_direct,2,50000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,,,2,60000,2,60000,2,60000,2,60000,1,,2,60000,2,60000,2,60000,3,100000,,,3,105000,1,,2,69000,4,138000,2,69000
Cleeves,SASKATCHEWAN,53.46485,-109.05524,cgn_direct,,,,,,,,,,,,,,,,,,,,,2,60000,1,,1,,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,4,120000,2,60000
Clemenceau,SASKATCHEWAN,52.66146,-102.52546,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,60000,1,30000
Clemens,SASKATCHEWAN,52.77937,-104.58173,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,3,90000,,,3,90000,3,90000,3,91500,3,91500,3,88000,3,85000,3,88000,6,176000,3,88000
Clenmel,SASKATCHEWAN,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climax,SASKATCHEWAN,49.20639,-108.38587,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,5,145000,1,,5,145000,5,155000,4,125000,4,125000,4,130000,4,130000,4,121000,4,116000,8,238000,4,119000
Clive,ALBERTA,52.47528,-113.44833,cgn_direct,1,30000,1,30000,1,30000,1,30000,1,30000,2,35000,1,30000,1,30000,1,30000,2,68000,2,68000,2,68000,2,68000,2,68000,2,63000,3,90000,2,58000,4,135000,4,126700,4,132000,4,163000,8,262000,4,131000
Cloan,SASKATCHEWAN,52.608,-108.77646,cgn_direct,,,1,30000,1,30000,1,30000,1,,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,1,,2,60000,2,60000,3,90000,3,90000,3,88000,3,88000,3,84000,3,79000,6,174000,3,87000
Clonmel,SASKATCHEWAN,51.09214,-102.26368,cgn_direct,1,30000,1,30000,1,30000,1,30000,,,1,30000,,,,,2,60000,2,60000,2,60000,2,60000,1,,2,60000,2,60000,2,60000,2,60000,1,30000,1,30000,1,30000,1,30000,2,60000,1,30000
Clouston,SASKATCHEWAN,53.10277,-105.84983,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32000,1,32000,1,26000,1,28000,1,28000,2,56000,1,28000
Cloverdale,BRITISH COLUMBIA,49.10833,-122.725,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,60000,1,30000
Cluny,ALBERTA,50.84111,-112.86944,cgn_direct,1,30000,1,30000,1,,2,60000,3,90000,4,120000,5,175000,5,175000,6,205000,6,215000,6,215000,6,215000,6,215000,5,180000,5,185000,5,189000,2,85000,5,229000,5,224000,4,205000,4,239000,8,414000,4,207000
Clyde,ALBERTA,54.15194,-113.63583,cgn_direct,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,2,65000,2,65000,2,65000,3,95000,3,110000,3,110000,4,155000,3,120000,4,155000,4,143000,4,143000,8,286000,4,143000
Coaldale,ALBERTA,49.72778,-112.61861,cgn_direct,2,38000,2,38000,1,,2,52000,2,50000,2,60000,2,46000,2,60000,2,35000,2,165000,3,195000,3,195000,3,195000,3,195000,3,165000,3,165000,2,120000,3,165000,3,165000,3,180000,3,212000,6,366000,3,183000
Coalhurst,ALBERTA,49.74861,-112.92944,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70000,3,105000,3,105000,1,40000,1,40000,2,80000,1,40000
Coatstone,MANITOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32000,1,32000,1,32000,1,30000,1,30000,2,60000,1,30000
Coblentz,SASKATCHEWAN,,,,,,2,45000,,,,,2,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coblenz,SASKATCHEWAN,,,,2,45000,,,2,40000,2,45000,,,2,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cochrane,ALBERTA,51.20667,-114.46694,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32000,1,32000,1,32000,1,32000,1,32000,1,32000,1,30000,1,30000,2,60000,1,30000
Codarre,SASKATCHEWAN,50.13514,-106.38411,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,120000,,,,,,,,
Coderre,SASKATCHEWAN,50.13514,-106.38411,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,4,120000,4,120000,4,120000,4,120000,4,120000,,,4,120000,4,119000,8,238000,4,119000
Coderre`,SASKATCHEWAN,50.13514,-106.38411,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Codesa..... (Formerly Rahab),ALBERTA,55.76889,-118.06306,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12000,1,12000,,,1,12500
Codesa..... (formerly Rahab),ALBERTA,55.76889,-118.06306,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12500,,
Codessa,ALBERTA,55.76889,-118.06306,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12500,,
Codette,SASKATCHEWAN,53.27973,-104.0266,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,125000,4,125000,4,125000,4,125000,4,115000,4,125000,4,112000,4,112000,8,230200,4,115100
Codner,ALBERTA,52.38972,-114.8,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34000,1,34000,2,68000,1,34000
Cofax,SASKATCHEWAN,49.94778,-103.99133,agent_high,,,,,,,,,,,,,,,3,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleville,SASKATCHEWAN,51.7096,-109.24529,cgn_direct,,,,,1,30000,1,30000,2,60000,2,60000,3,90000,3,90000,3,90000,3,90000,,,3,90000,3,90000,4,122000,4,122000,3,92000,3,90000,3,95000,3,95000,3,84000,3,104000,6,210000,3,100000
Colfax,SASKATCHEWAN,49.94778,-103.99133,cgn_direct,,,2,60000,2,60000,2,60000,3,90000,3,90000,,,,,3,90000,,,3,90000,3,90000,3,90000,3,90000,3,63000,4,120000,4,120000,4,122000,4,124000,4,125000,4,130000,8,250000,4,125000
Colgate,SASKATCHEWAN,49.39447,-103.89497,cgn_direct,,,1,30000,1,30000,2,55000,2,55000,2,55000,2,55000,2,55000,2,55000,1,,2,55000,1,,1,,2,55000,2,55000,3,85000,3,85000,3,85000,3,85000,3,84000,3,84000,6,162000,3,81000
Colinton,ALBERTA,54.62056,-113.25278,cgn_direct,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,1,35000,1,35000,2,65000,2,70000,3,105000,3,100000,3,99000,3,99000,6,198000,3,99000
Collax,SASKATCHEWAN,49.94778,-103.99133,agent_medium,,,,,,,,,,,,,,,,,,,3,90000,,,,,,,,,,,,,,,,,,,,,,,,,,
Collingwood,ONTARIO,44.5014,-80.24071,cgn_direct,,,,,,,,,,,,,1,160000,1,160000,1,150000,,,,,,,,,,,,,,,,,,,2,2150000,1,2000000,1,2000000,2,4000000,1,2000000
Collins,SASKATCHEWAN,,,,,,,,,,,,,,,,3,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colmer,SASKATCHEWAN,50.90332,-102.97642,cgn_direct,,,,,,,,,,,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,28000,1,28000,2,56000,1,28000
Colonsay,SASKATCHEWAN,51.97649,-105.87224,cgn_direct,1,25000,2,55000,2,55000,2,55000,1,,2,55000,2,55000,,,2,55000,2,55000,2,55000,3,85000,1,,3,85000,3,85000,3,85000,3,90000,3,90000,3,87500,3,85500,3,91000,6,182000,3,91000
Colville,SASKATCHEWAN,51.7096,-109.24529,agent_high,,,,,,,,,,,,,,,,,,,,,3,90000,,,,,,,,,,,,,,,,,,,,,,,,
Comer,SASKATCHEWAN,50.90332,-102.97642,agent_high,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commerce,ALBERTA,49.82014,-113.00625,lynch_map_interp,,,,,,,,,1,20000,1,20000,1,30000,1,35000,1,35000,1,20000,1,20000,1,20000,,,,,,,,,,,,,,,,,,,,,,
Commerce.....*,ALBERTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20000,,,,,,,,,,,,,,,,,,,,
Compeer,ALBERTA,51.85944,-110.01306,cgn_direct,,,,,,,2,60000,2,60000,3,85000,5,152000,4,125000,4,125000,4,145000,4,145000,4,145000,4,125000,4,125000,4,120000,4,120000,5,155000,5,145000,5,145000,4,101000,4,101000,8,198000,4,74000
Conder,SASKATCHEWAN,,,,,,,,,,,,,,,,2,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condie,SASKATCHEWAN,50.55005,-104.7339,cgn_direct,,,3,96000,3,101000,3,107000,3,107000,2,67000,2,74000,1,39000,2,74000,1,39000,1,39000,1,39000,1,39000,1,36000,1,36000,1,35000,2,70000,2,70000,1,,2,70000,2,70000,4,140000,2,70000
Condor,ALBERTA,52.32639,-114.55528,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,17000,2,80000,2,81000,4,162000,2,81000
Congress,SASKATCHEWAN,49.7541,-106.02084,cgn_direct,,,,,,,,,,,1,30000,3,85000,,,3,85000,3,85000,3,85000,4,115000,1,,4,115000,4,115000,4,115000,4,115000,4,115000,4,115000,4,110300,4,109000,8,264000,4,132000
Connemara,ALBERTA,50.39472,-113.82333,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72000,2,72000,2,72000,2,75000,2,93000,2,125000,4,186000,2,93000
Conquest,SASKATCHEWAN,51.52926,-107.24372,cgn_direct,,,3,95000,3,95000,4,125000,2,30000,4,125000,4,130000,,,4,130000,4,135000,3,100000,3,100000,1,,3,100000,3,95000,3,95000,,,,,3,99000,3,88000,3,89000,6,182000,3,91000
Conquest..... (also C.N.R.),SASKATCHEWAN,51.52926,-107.24372,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,95000,3,95000,,,,,,,,,,
Conrad,ALBERTA,49.51528,-111.98472,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,74000,2,106000,4,148000,2,74000
Conrich,ALBERTA,51.09333,-113.86333,cgn_direct,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,65000,2,115000,2,115000,3,125000,3,120000,3,126000,3,126000,6,252000,3,126000
Consort,ALBERTA,52.00778,-110.77417,cgn_direct,,,1,40000,1,,2,75000,2,75000,3,105000,5,152000,4,135000,4,135000,4,122000,4,122000,4,122000,4,122000,4,122000,4,125000,4,115000,4,125000,4,120000,4,120000,4,111000,4,146800,8,240000,4,120000
Constance,SASKATCHEWAN,49.19441,-105.81697,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,95000,3,95000,3,95000,3,95000,3,92000,3,90000,3,93000,6,188000,3,94000
Consul,SASKATCHEWAN,49.29439,-109.52026,cgn_direct,,,,,,,,,2,60000,3,90000,3,90000,,,3,90000,3,90000,3,90000,3,90000,1,,2,60000,2,60000,2,60000,2,54000,2,60000,2,60000,2,57000,2,57000,4,114000,2,57000
Coppen,SASKATCHEWAN,49.95003,-106.63395,cgn_direct,,,,,,,,,,,,,,,,,,,1,35000,2,70000,1,,1,,4,135000,4,135000,4,135000,4,125000,4,122000,1,,3,86000,3,90000,6,180000,3,90000
Corden,MANITOBA,49.19194,-98.10056,agent_medium,,,,,,,,,,,,,,,1,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordova,MANITOBA,50.13611,-99.71278,cgn_direct,1,27000,1,26000,1,26000,1,30000,1,30000,1,30000,1,27000,1,27000,1,27000,1,27000,1,27000,1,27000,1,27000,1,27000,1,27000,,,1,27000,1,27000,1,27000,1,27000,1,27000,2,54000,1,27000
Corinne,SASKATCHEWAN,50.04711,-104.6256,cgn_direct,3,95000,3,95000,3,95000,3,95000,1,,3,95000,3,95000,,,3,95000,3,95000,3,95000,3,95000,1,,3,95000,3,97000,4,127000,4,132000,4,132000,4,127000,4,120600,4,120000,8,240000,4,120000
Corlitz,SASKATCHEWAN,51.46075,-102.44354,agent_high,,,,,,,,,,,,,2,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corning,SASKATCHEWAN,49.95991,-102.97272,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,2,60000,2,60000,2,60000,3,90000,3,90000,1,,3,86000,3,60000,6,180000,3,90000
Coronach,SASKATCHEWAN,49.10884,-105.51217,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,90000,3,90000,3,90000,3,86000,3,87000,3,85000,6,170000,3,85000
Coronado,ALBERTA,53.88778,-113.29528,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32000,1,32000,1,32000,1,30000,1,30000,2,60000,1,30000
Coronation,ALBERTA,52.09472,-111.44778,cgn_direct,,,1,30000,1,30000,1,30000,2,55000,4,130000,4,150000,4,130000,4,130000,4,130000,4,130000,4,145000,4,145000,4,145000,4,140000,5,180000,5,178000,5,178000,5,158000,4,124000,4,185000,8,254000,4,127000
Cory,SASKATCHEWAN,52.122,-106.82922,cgn_direct,1,25000,2,50000,2,60000,2,60000,1,,2,55000,1,30000,,,2,60000,2,60000,2,60000,2,60000,1,,2,60000,2,60000,2,51000,2,51000,2,46000,2,50000,2,45000,2,48000,3,48000,2,48000
Cosine,SASKATCHEWAN,52.13955,-109.93128,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70000,2,70000,4,140000,2,70000
Cote,MANITOBA,51.52204,-101.79439,cgn_direct,,,,,,,,,,,1,30000,2,60000,2,60000,2,60000,1,,,,,,,,2,60000,,,2,60000,2,60000,,,1,,2,55000,2,25000,4,50000,2,25000
Coulter,MANITOBA,49.09083,-100.98528,cgn_direct,1,30000,1,30000,1,25000,1,25000,1,30000,1,28000,1,38000,,,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,,2,58000,2,58000,1,,1,60000,2,120000,1,55000
Council,SASKATCHEWAN,,,,,,,,1,25000,1,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Countess,ALBERTA,50.78167,-112.28111,cgn_direct,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,60000,1,30000
Court,SASKATCHEWAN,51.85006,-109.86745,cgn_direct,,,,,,,,,1,30000,1,30000,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,27000,1,27000,1,25000,1,25000,1,25000,1,25000,2,50000,1,25000
Courval,SASKATCHEWAN,50.15948,-106.25433,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,67000,4,124000,4,122000,3,86000,3,91000,4,91000,3,91000
Coutts,ALBERTA,49.00278,-111.95889,cgn_direct,,,1,4000,1,,2,43000,3,73000,3,95000,3,95000,3,95000,3,95000,3,95000,3,95000,3,95000,3,95000,3,95000,3,95000,3,105000,3,105000,3,99000,3,99000,3,83000,3,128200,6,234000,3,117000
Cowley,ALBERTA,49.57111,-114.075,cgn_direct,1,35000,1,30000,1,30000,1,30000,1,30000,2,100000,2,100000,2,110000,2,110000,2,110000,2,110000,2,110000,2,110000,2,110000,2,100000,2,100000,2,100000,3,135000,3,155000,2,99000,2,99000,3,99000,2,76000
Craburne,MANITOBA,,,,,,,,,,,,,,,,1,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cracknell,MANITOBA,50.8625,-101.24056,cgn_direct,,,,,,,,,,,,,,,,,,,,,2,60000,3,90000,1,,3,90000,3,90000,3,90000,1,,3,90000,3,95000,3,88000,3,88000,6,176000,3,88000
Craddock,ALBERTA,49.46472,-112.44972,cgn_direct,,,,,,,,,,,1,25000,1,24000,1,24000,1,24000,1,24000,1,24000,1,24000,1,24000,1,24000,1,30000,1,30000,2,65000,2,65000,2,57000,2,56000,2,74000,3,74000,2,74000
Craigmyle,ALBERTA,51.66972,-112.24306,cgn_direct,,,,,2,75000,2,85000,3,115000,4,145000,4,145000,4,185000,5,220000,5,240000,5,240000,5,230000,5,230000,5,305000,5,285000,6,340000,6,340000,6,315000,6,318200,4,184000,4,220000,8,332000,4,166000
Craik,SASKATCHEWAN,51.0488,-105.82007,cgn_direct,,,4,150000,4,148000,4,145000,4,148000,4,145000,,,4,172000,4,172000,1,,5,192000,1,,1,,6,229000,6,254000,6,260000,6,253500,6,253500,1,,5,215000,5,215000,10,430000,5,215000
Crandall,MANITOBA,50.15,-100.78444,cgn_direct,3,85000,3,85000,3,80000,2,55000,2,60000,2,55000,,,,,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,1,,2,65000,2,65000,2,51000,2,55000,2,55000,2,55000
Crane Valley,SASKATCHEWAN,49.75653,-105.52659,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,2,60000,2,60000,2,60000,3,90000,3,86000,3,86000,3,86000,4,90000,3,90000
Cranmer,MANITOBA,49.09528,-100.69028,cgn_direct,,,,,1,30000,1,30000,1,30000,1,30000,,,,,1,26000,1,26000,1,26000,1,26000,1,26000,1,26000,1,26000,2,56000,1,,2,56000,2,62000,2,58000,2,58000,4,116000,2,58000
Cranmor,MANITOBA,49.09528,-100.69028,agent_high,,,,,,,,,,,,,1,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craven,SASKATCHEWAN,50.70816,-104.8095,cgn_direct,,,4,125000,3,90000,2,55000,2,55000,2,65000,1,30000,1,35000,2,65000,2,65000,2,65000,2,65000,2,65000,2,65000,1,30000,2,60000,2,60000,2,60000,2,60000,3,95000,3,95000,4,97000,3,97000
Craven Jct,SASKATCHEWAN,50.70816,-104.8095,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,,,,,,,,,,,,,,,,
Crecelman,SASKATCHEWAN,49.82093,-103.3104,agent_high,,,4,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
